product,material,region,city,craft_process,platform,price,sales,rating,reviews
vase,silk,karnataka,mysore,pottery shaping,meesho,1421,120,4.4,320
lamp,bamboo,uttar pradesh,hyderabad,handcrafted,etsy,4825,122,4.4,439
wall hanging,cotton,odisha,varanasi,block printing,amazon,6910,205,4.8,457
shawl,brass,gujarat,kolkata,pottery shaping,etsy,6297,109,4.5,110
bracelet,brass,andhra pradesh,kanchipuram,traditional carving,amazon,7237,24,3.9,190
vase,wood,west bengal,kanchipuram,pottery shaping,etsy,5440,224,4.7,426
shawl,cotton,karnataka,mysore,traditional carving,meesho,1829,250,4.4,457
shawl,brass,odisha,ahmedabad,handloom weaving,etsy,3196,238,3.7,10
saree,clay,west bengal,mysore,loom weaving,flipkart,4131,216,4.6,89
wall hanging,clay,west bengal,mysore,block printing,amazon,4311,69,3.5,8
scarf,brass,gujarat,ahmedabad,block printing,amazon,6546,114,4.1,66
statue,wood,odisha,ahmedabad,handcrafted,meesho,6424,199,4.2,39
wall hanging,terracotta,karnataka,ahmedabad,pottery shaping,meesho,6658,141,3.5,271
wall hanging,stone,west bengal,kanchipuram,loom weaving,flipkart,5426,113,3.6,17
shawl,terracotta,karnataka,jaipur,loom weaving,flipkart,4918,75,3.8,7
lamp,cotton,rajasthan,varanasi,pottery shaping,meesho,223,51,4.6,367
vase,terracotta,andhra pradesh,jaipur,hand-woven,flipkart,6130,87,3.6,304
necklace,silk,tamil nadu,hyderabad,hand-woven,meesho,5118,199,4.2,44
shawl,clay,rajasthan,ahmedabad,metal casting,etsy,4817,163,3.8,229
scarf,wood,karnataka,jaipur,metal casting,flipkart,737,145,4.3,135
wall hanging,cotton,odisha,jaipur,traditional carving,amazon,6495,95,4.4,314
saree,clay,west bengal,kanchipuram,traditional carving,flipkart,4806,165,4.1,396
scarf,terracotta,gujarat,ahmedabad,loom weaving,etsy,6988,250,4.5,283
lamp,jute,west bengal,ahmedabad,pottery shaping,flipkart,3747,53,3.7,228
scarf,stone,odisha,kolkata,block printing,flipkart,3342,89,4.2,349
scarf,terracotta,rajasthan,jaipur,handloom weaving,meesho,3407,41,3.9,413
scarf,cotton,west bengal,varanasi,pottery shaping,flipkart,386,212,4.5,393
saree,wood,west bengal,hyderabad,hand-woven,etsy,4126,136,3.6,480
necklace,wood,andhra pradesh,jaipur,handloom weaving,flipkart,790,82,3.7,423
necklace,terracotta,west bengal,kolkata,handcrafted,flipkart,7370,47,4.1,75
necklace,stone,tamil nadu,mysore,traditional carving,meesho,1583,62,4.9,297
lamp,jute,andhra pradesh,kanchipuram,block printing,flipkart,5484,128,4.8,204
bracelet,brass,andhra pradesh,hyderabad,block printing,amazon,7878,142,3.5,248
statue,silk,andhra pradesh,kanchipuram,pottery shaping,etsy,4468,183,5.0,125
necklace,clay,tamil nadu,kolkata,handloom weaving,meesho,2211,30,4.0,346
statue,cotton,rajasthan,kanchipuram,handcrafted,amazon,1729,18,4.0,398
shawl,jute,andhra pradesh,puri,pottery shaping,amazon,3698,154,3.9,332
handbag,silk,karnataka,puri,hand-woven,meesho,6918,49,4.6,239
necklace,silk,tamil nadu,kolkata,handcrafted,etsy,736,23,4.7,328
scarf,jute,rajasthan,jaipur,loom weaving,flipkart,4846,201,4.2,45
shawl,stone,rajasthan,mysore,metal casting,meesho,7293,208,3.9,156
wall hanging,stone,gujarat,varanasi,pottery shaping,flipkart,2854,16,3.6,122
handbag,brass,gujarat,puri,traditional carving,etsy,4345,128,4.2,305
shawl,bamboo,gujarat,hyderabad,loom weaving,amazon,7744,17,4.2,460
necklace,wood,andhra pradesh,puri,handloom weaving,amazon,7673,172,4.2,447
necklace,cotton,andhra pradesh,kanchipuram,handcrafted,amazon,1067,94,4.7,26
lamp,bamboo,west bengal,jaipur,traditional carving,amazon,2688,90,3.7,491
bracelet,cotton,gujarat,ahmedabad,handloom weaving,meesho,1387,43,4.5,465
shawl,stone,andhra pradesh,puri,traditional carving,etsy,7672,98,4.5,193
statue,bamboo,tamil nadu,puri,metal casting,amazon,2071,192,4.1,270
statue,terracotta,tamil nadu,varanasi,pottery shaping,flipkart,7366,51,4.1,108
bracelet,jute,tamil nadu,ahmedabad,pottery shaping,etsy,3856,161,4.4,455
shawl,clay,uttar pradesh,kanchipuram,metal casting,meesho,6048,218,4.6,380
vase,terracotta,odisha,jaipur,loom weaving,flipkart,5651,20,3.5,44
statue,wood,west bengal,jaipur,handcrafted,flipkart,7509,201,4.7,205
vase,brass,tamil nadu,mysore,traditional carving,amazon,1396,13,4.6,5
statue,terracotta,tamil nadu,jaipur,metal casting,amazon,1306,138,3.8,403
statue,silk,uttar pradesh,varanasi,block printing,meesho,6043,43,4.1,220
shawl,terracotta,odisha,ahmedabad,traditional carving,amazon,6648,21,4.7,287
handbag,clay,odisha,kolkata,block printing,meesho,3160,168,4.4,460
vase,wood,tamil nadu,mysore,traditional carving,flipkart,1594,208,4.1,180
vase,wood,odisha,puri,traditional carving,amazon,1619,67,3.8,45
bracelet,terracotta,andhra pradesh,puri,block printing,meesho,909,166,3.5,79
necklace,cotton,rajasthan,jaipur,handcrafted,flipkart,5624,97,4.7,242
handbag,clay,tamil nadu,jaipur,handloom weaving,meesho,4013,250,4.9,170
bracelet,jute,uttar pradesh,kolkata,handloom weaving,meesho,2094,119,3.7,423
vase,terracotta,odisha,kanchipuram,traditional carving,etsy,4888,187,3.9,93
wall hanging,terracotta,west bengal,kolkata,hand-woven,etsy,3075,213,3.6,407
shawl,silk,karnataka,ahmedabad,metal casting,amazon,5894,32,4.1,298
statue,wood,karnataka,kanchipuram,block printing,meesho,6410,178,3.8,94
bracelet,bamboo,tamil nadu,ahmedabad,handloom weaving,amazon,3143,46,3.5,21
shawl,brass,rajasthan,kolkata,handloom weaving,flipkart,798,221,4.3,227
wall hanging,wood,gujarat,kanchipuram,handcrafted,flipkart,3055,118,4.8,50
shawl,stone,karnataka,ahmedabad,handcrafted,flipkart,7260,194,4.4,427
saree,wood,rajasthan,puri,metal casting,amazon,847,238,5.0,130
wall hanging,wood,west bengal,puri,handloom weaving,flipkart,4776,15,4.0,258
wall hanging,bamboo,rajasthan,kanchipuram,metal casting,meesho,4774,159,4.2,58
necklace,bamboo,karnataka,kolkata,metal casting,amazon,5530,171,3.6,331
lamp,terracotta,west bengal,hyderabad,hand-woven,etsy,3842,117,4.0,446
vase,silk,west bengal,kanchipuram,hand-woven,flipkart,4167,109,3.6,36
vase,bamboo,rajasthan,puri,metal casting,amazon,3169,36,4.3,443
saree,silk,tamil nadu,jaipur,hand-woven,etsy,1080,136,4.9,415
lamp,jute,tamil nadu,kolkata,handloom weaving,amazon,4278,110,4.3,244
vase,brass,tamil nadu,jaipur,traditional carving,meesho,4055,12,4.4,452
wall hanging,terracotta,west bengal,varanasi,pottery shaping,amazon,7103,112,4.2,348
shawl,jute,gujarat,hyderabad,loom weaving,meesho,6464,187,4.1,437
handbag,bamboo,andhra pradesh,ahmedabad,loom weaving,meesho,503,134,4.2,372
lamp,terracotta,tamil nadu,kanchipuram,handcrafted,etsy,5912,109,4.0,431
wall hanging,cotton,andhra pradesh,jaipur,metal casting,amazon,7488,177,4.2,247
shawl,silk,uttar pradesh,ahmedabad,handcrafted,meesho,7421,199,3.9,146
shawl,jute,west bengal,kolkata,handcrafted,amazon,5123,121,4.3,467
necklace,brass,tamil nadu,hyderabad,handloom weaving,etsy,3480,208,4.0,263
lamp,bamboo,andhra pradesh,hyderabad,hand-woven,amazon,7211,29,4.5,315
statue,clay,karnataka,puri,handloom weaving,amazon,1710,147,4.4,446
lamp,jute,karnataka,hyderabad,loom weaving,meesho,7474,66,4.4,114
handbag,cotton,west bengal,varanasi,pottery shaping,meesho,4393,202,4.4,103
shawl,bamboo,karnataka,puri,hand-woven,amazon,7714,14,4.8,335
saree,cotton,odisha,jaipur,traditional carving,flipkart,3580,98,4.2,381
statue,brass,odisha,jaipur,pottery shaping,flipkart,4559,22,3.9,263
statue,wood,rajasthan,kanchipuram,hand-woven,amazon,7200,50,4.7,150
vase,stone,west bengal,jaipur,hand-woven,amazon,4448,221,4.1,409
necklace,cotton,rajasthan,kanchipuram,pottery shaping,flipkart,3794,242,3.6,348
necklace,terracotta,tamil nadu,mysore,block printing,meesho,3338,141,4.4,107
lamp,bamboo,gujarat,varanasi,metal casting,amazon,2727,213,4.3,79
shawl,bamboo,gujarat,ahmedabad,hand-woven,meesho,1688,241,4.0,158
lamp,stone,uttar pradesh,ahmedabad,handcrafted,flipkart,7983,155,3.7,190
saree,cotton,west bengal,hyderabad,metal casting,meesho,4378,21,4.7,19
lamp,brass,gujarat,puri,traditional carving,meesho,7668,212,4.3,435
scarf,jute,karnataka,jaipur,block printing,meesho,6094,222,3.9,222
handbag,stone,gujarat,hyderabad,handcrafted,amazon,7548,172,3.7,246
saree,silk,rajasthan,puri,pottery shaping,meesho,847,195,4.7,38
saree,terracotta,rajasthan,varanasi,loom weaving,flipkart,4966,138,4.8,121
lamp,wood,gujarat,mysore,metal casting,meesho,7536,45,4.7,338
lamp,terracotta,odisha,varanasi,pottery shaping,etsy,4660,236,3.6,189
wall hanging,jute,tamil nadu,kolkata,block printing,amazon,7030,220,5.0,186
vase,terracotta,tamil nadu,jaipur,traditional carving,flipkart,5718,210,3.9,248
bracelet,bamboo,andhra pradesh,mysore,block printing,amazon,7387,153,4.0,453
shawl,terracotta,odisha,mysore,pottery shaping,meesho,1545,155,5.0,47
saree,stone,odisha,ahmedabad,pottery shaping,meesho,7852,206,4.8,189
necklace,jute,karnataka,varanasi,loom weaving,flipkart,623,27,4.4,195
bracelet,brass,tamil nadu,kolkata,block printing,etsy,3936,197,3.7,163
vase,wood,tamil nadu,puri,hand-woven,amazon,2147,53,4.3,109
vase,silk,rajasthan,ahmedabad,handloom weaving,etsy,6705,43,4.9,482
scarf,wood,andhra pradesh,kolkata,traditional carving,flipkart,1738,63,4.1,174
necklace,bamboo,andhra pradesh,kanchipuram,traditional carving,flipkart,6092,80,5.0,315
saree,cotton,odisha,puri,handloom weaving,etsy,2452,106,4.9,256
handbag,bamboo,andhra pradesh,hyderabad,pottery shaping,flipkart,7340,52,4.2,164
bracelet,wood,odisha,jaipur,traditional carving,amazon,3536,199,4.4,348
necklace,clay,west bengal,jaipur,block printing,etsy,343,122,4.5,6
wall hanging,terracotta,odisha,mysore,handcrafted,amazon,1836,174,4.5,379
bracelet,terracotta,odisha,jaipur,traditional carving,flipkart,6291,207,4.2,210
necklace,brass,tamil nadu,hyderabad,block printing,amazon,1217,128,4.5,335
saree,silk,gujarat,varanasi,handloom weaving,etsy,5673,240,4.2,104
handbag,clay,andhra pradesh,varanasi,pottery shaping,meesho,1446,166,4.2,83
handbag,jute,rajasthan,hyderabad,handloom weaving,etsy,7724,89,4.4,253
shawl,jute,gujarat,mysore,block printing,meesho,1543,16,3.7,62
necklace,silk,west bengal,kolkata,loom weaving,amazon,7528,107,4.5,434
shawl,brass,andhra pradesh,jaipur,pottery shaping,amazon,6722,49,3.6,236
bracelet,brass,west bengal,kolkata,traditional carving,meesho,6302,94,3.7,351
bracelet,silk,andhra pradesh,mysore,block printing,etsy,6678,72,4.8,335
vase,bamboo,gujarat,varanasi,pottery shaping,flipkart,2369,51,4.8,357
statue,bamboo,andhra pradesh,jaipur,hand-woven,etsy,6983,29,4.7,211
handbag,jute,west bengal,ahmedabad,metal casting,meesho,2876,150,4.8,230
vase,brass,andhra pradesh,mysore,pottery shaping,meesho,7545,57,4.5,46
lamp,terracotta,rajasthan,mysore,hand-woven,amazon,4271,21,4.7,412
wall hanging,jute,west bengal,mysore,traditional carving,meesho,6642,214,3.8,106
lamp,cotton,karnataka,varanasi,metal casting,flipkart,3925,44,4.6,372
handbag,bamboo,karnataka,kanchipuram,hand-woven,etsy,4501,36,4.2,261
statue,jute,karnataka,mysore,block printing,etsy,4755,234,4.8,470
bracelet,clay,rajasthan,hyderabad,metal casting,amazon,7053,138,4.1,184
shawl,silk,gujarat,jaipur,handloom weaving,meesho,4333,53,3.9,6
bracelet,cotton,uttar pradesh,mysore,block printing,amazon,4188,93,5.0,362
bracelet,clay,gujarat,hyderabad,traditional carving,amazon,906,232,4.8,63
vase,wood,tamil nadu,varanasi,hand-woven,etsy,1288,53,4.8,96
wall hanging,wood,gujarat,hyderabad,handloom weaving,etsy,717,78,5.0,318
handbag,bamboo,andhra pradesh,kanchipuram,metal casting,amazon,2024,175,4.8,281
handbag,terracotta,odisha,jaipur,traditional carving,etsy,7987,81,4.0,312
statue,clay,uttar pradesh,varanasi,hand-woven,amazon,333,163,4.8,260
scarf,clay,rajasthan,hyderabad,traditional carving,meesho,6626,203,4.4,408
necklace,stone,rajasthan,jaipur,handloom weaving,flipkart,2933,48,4.0,462
lamp,terracotta,karnataka,varanasi,metal casting,amazon,612,218,4.6,111
lamp,jute,andhra pradesh,kolkata,hand-woven,flipkart,4137,249,3.8,403
vase,silk,uttar pradesh,puri,handloom weaving,meesho,4532,79,4.7,122
vase,silk,andhra pradesh,hyderabad,loom weaving,meesho,4548,136,4.9,110
vase,cotton,uttar pradesh,kanchipuram,handloom weaving,etsy,1516,161,3.8,239
scarf,brass,tamil nadu,mysore,block printing,amazon,1529,72,4.7,409
saree,bamboo,tamil nadu,ahmedabad,handcrafted,etsy,1241,125,4.0,401
lamp,silk,gujarat,varanasi,hand-woven,meesho,3497,117,3.7,214
bracelet,cotton,andhra pradesh,hyderabad,hand-woven,flipkart,4704,139,3.8,327
statue,silk,west bengal,kanchipuram,block printing,amazon,874,186,3.5,426
handbag,silk,odisha,kolkata,handloom weaving,meesho,4126,103,4.7,357
saree,terracotta,west bengal,jaipur,pottery shaping,meesho,6011,239,4.9,324
saree,bamboo,west bengal,mysore,traditional carving,etsy,6133,27,4.8,220
handbag,brass,west bengal,mysore,pottery shaping,amazon,5089,235,3.5,56
shawl,jute,andhra pradesh,ahmedabad,handloom weaving,meesho,267,176,4.1,159
saree,bamboo,tamil nadu,ahmedabad,hand-woven,amazon,3006,88,4.3,357
vase,wood,rajasthan,ahmedabad,hand-woven,etsy,6386,218,3.6,23
saree,wood,andhra pradesh,ahmedabad,loom weaving,amazon,2428,67,3.7,213
handbag,clay,west bengal,kanchipuram,metal casting,etsy,7575,210,4.6,332
vase,clay,uttar pradesh,mysore,traditional carving,etsy,7564,228,4.1,148
handbag,bamboo,karnataka,hyderabad,block printing,flipkart,6617,154,4.2,6
wall hanging,silk,odisha,ahmedabad,traditional carving,flipkart,2007,203,3.5,432
wall hanging,stone,gujarat,varanasi,hand-woven,meesho,1217,216,4.1,31
handbag,wood,uttar pradesh,varanasi,handcrafted,etsy,1900,21,3.7,78
vase,terracotta,karnataka,jaipur,handloom weaving,amazon,222,207,3.5,129
bracelet,silk,uttar pradesh,puri,handloom weaving,amazon,3906,76,3.8,139
statue,clay,west bengal,kanchipuram,traditional carving,amazon,7662,157,4.7,441
lamp,terracotta,odisha,hyderabad,handloom weaving,flipkart,7124,127,4.9,308
saree,jute,andhra pradesh,kanchipuram,handcrafted,amazon,7711,162,4.1,268
necklace,wood,andhra pradesh,kanchipuram,handloom weaving,flipkart,7529,218,4.3,171
lamp,wood,west bengal,ahmedabad,hand-woven,etsy,3974,41,4.4,37
wall hanging,stone,tamil nadu,puri,block printing,flipkart,7170,56,4.0,337
saree,bamboo,tamil nadu,kanchipuram,block printing,meesho,5711,31,4.1,101
lamp,cotton,west bengal,ahmedabad,handcrafted,flipkart,3848,192,3.7,175
wall hanging,clay,tamil nadu,puri,hand-woven,amazon,1698,25,3.6,471
scarf,bamboo,karnataka,kolkata,loom weaving,amazon,1100,13,4.8,28
lamp,stone,west bengal,puri,hand-woven,meesho,1256,14,4.3,26
shawl,cotton,gujarat,ahmedabad,block printing,etsy,5590,150,5.0,63
wall hanging,clay,uttar pradesh,mysore,traditional carving,etsy,4890,232,3.5,348
necklace,cotton,tamil nadu,ahmedabad,traditional carving,meesho,7705,42,4.9,55
necklace,jute,rajasthan,puri,handloom weaving,flipkart,1733,198,3.8,212
scarf,stone,andhra pradesh,mysore,metal casting,etsy,450,154,4.1,127
scarf,jute,uttar pradesh,ahmedabad,metal casting,etsy,2104,219,4.1,419
wall hanging,brass,gujarat,kolkata,handcrafted,amazon,6637,185,4.3,299
bracelet,brass,karnataka,hyderabad,block printing,meesho,7152,62,4.8,250
shawl,cotton,odisha,jaipur,hand-woven,etsy,792,158,3.9,5
wall hanging,silk,odisha,varanasi,handcrafted,etsy,7313,127,4.2,489
lamp,cotton,tamil nadu,hyderabad,pottery shaping,amazon,1402,74,4.9,352
lamp,brass,gujarat,hyderabad,handcrafted,meesho,4610,216,4.8,77
scarf,cotton,gujarat,mysore,handcrafted,flipkart,6568,72,3.5,358
handbag,stone,andhra pradesh,hyderabad,hand-woven,flipkart,5561,214,3.6,174
handbag,wood,gujarat,varanasi,handcrafted,etsy,5618,79,4.3,483
necklace,clay,odisha,jaipur,traditional carving,etsy,4704,47,3.6,376
statue,clay,west bengal,hyderabad,metal casting,etsy,7004,201,3.8,330
saree,bamboo,west bengal,hyderabad,metal casting,etsy,4057,227,4.0,220
scarf,terracotta,uttar pradesh,varanasi,loom weaving,etsy,3820,100,4.9,248
lamp,terracotta,rajasthan,varanasi,metal casting,etsy,3490,95,4.9,436
handbag,stone,tamil nadu,ahmedabad,loom weaving,etsy,2101,229,3.6,12
vase,brass,karnataka,kolkata,hand-woven,flipkart,2233,245,4.6,471
vase,clay,rajasthan,varanasi,traditional carving,flipkart,2703,148,4.5,390
wall hanging,clay,rajasthan,jaipur,traditional carving,amazon,4310,29,3.6,313
bracelet,cotton,tamil nadu,kolkata,loom weaving,amazon,2760,57,4.2,57
handbag,jute,andhra pradesh,kanchipuram,loom weaving,meesho,4165,161,4.4,105
shawl,clay,tamil nadu,ahmedabad,traditional carving,etsy,2486,175,4.6,249
vase,clay,andhra pradesh,mysore,hand-woven,meesho,4509,206,4.8,419
bracelet,bamboo,west bengal,mysore,loom weaving,meesho,4913,126,3.8,364
lamp,terracotta,west bengal,jaipur,metal casting,etsy,2728,29,4.5,183
vase,wood,rajasthan,varanasi,handloom weaving,amazon,2845,189,4.3,431
necklace,stone,odisha,kolkata,handloom weaving,etsy,759,85,4.7,96
lamp,stone,tamil nadu,mysore,handcrafted,meesho,1610,234,3.7,181
handbag,silk,rajasthan,jaipur,block printing,meesho,5966,192,4.9,15
saree,terracotta,rajasthan,hyderabad,metal casting,amazon,7069,140,3.8,124
bracelet,terracotta,uttar pradesh,puri,handloom weaving,flipkart,4390,236,4.2,365
bracelet,wood,karnataka,jaipur,hand-woven,etsy,3377,162,3.6,44
scarf,cotton,andhra pradesh,mysore,handloom weaving,meesho,1840,151,4.1,274
bracelet,terracotta,gujarat,kolkata,traditional carving,meesho,5171,201,4.3,116
scarf,cotton,gujarat,mysore,traditional carving,meesho,2288,83,5.0,23
statue,clay,uttar pradesh,kolkata,handloom weaving,flipkart,5044,95,4.2,120
wall hanging,cotton,tamil nadu,varanasi,metal casting,meesho,5501,185,3.9,33
wall hanging,silk,uttar pradesh,kanchipuram,pottery shaping,amazon,1504,193,4.4,494
shawl,clay,tamil nadu,mysore,pottery shaping,amazon,3120,60,3.7,215
lamp,bamboo,odisha,mysore,handcrafted,flipkart,4212,73,3.8,104
necklace,wood,uttar pradesh,puri,handcrafted,etsy,996,181,3.8,163
necklace,silk,odisha,kolkata,block printing,meesho,369,186,4.1,243
scarf,cotton,karnataka,hyderabad,handcrafted,amazon,3273,162,4.3,154
shawl,jute,odisha,puri,block printing,amazon,2611,201,5.0,473
wall hanging,bamboo,uttar pradesh,ahmedabad,block printing,meesho,3652,247,4.4,118
vase,stone,rajasthan,kanchipuram,traditional carving,meesho,7547,37,4.3,281
necklace,bamboo,odisha,mysore,metal casting,amazon,5941,211,4.7,235
shawl,stone,tamil nadu,jaipur,traditional carving,flipkart,1101,29,4.7,263
wall hanging,wood,andhra pradesh,kolkata,block printing,etsy,7913,225,3.8,198
statue,wood,uttar pradesh,kanchipuram,hand-woven,meesho,413,38,3.6,228
handbag,cotton,andhra pradesh,hyderabad,handloom weaving,flipkart,6484,99,4.7,45
vase,bamboo,uttar pradesh,kolkata,handloom weaving,etsy,5656,160,3.5,160
lamp,bamboo,karnataka,jaipur,traditional carving,amazon,482,218,4.3,46
vase,cotton,karnataka,puri,block printing,etsy,7109,249,4.5,482
shawl,cotton,uttar pradesh,kanchipuram,loom weaving,flipkart,6869,14,3.5,20
wall hanging,wood,karnataka,puri,block printing,flipkart,6685,137,3.9,243
statue,bamboo,rajasthan,jaipur,pottery shaping,meesho,4102,45,4.6,175
vase,terracotta,odisha,kolkata,loom weaving,flipkart,1666,24,3.7,138
wall hanging,stone,karnataka,kanchipuram,pottery shaping,meesho,4433,155,4.2,214
bracelet,brass,tamil nadu,mysore,metal casting,meesho,4416,124,3.5,278
necklace,silk,rajasthan,ahmedabad,loom weaving,flipkart,5405,229,4.7,426
lamp,terracotta,odisha,jaipur,pottery shaping,flipkart,7325,182,4.8,109
bracelet,stone,tamil nadu,puri,traditional carving,meesho,4870,173,4.4,292
shawl,stone,odisha,ahmedabad,metal casting,amazon,3233,96,3.8,9
scarf,bamboo,uttar pradesh,ahmedabad,handloom weaving,etsy,4094,106,4.2,34
lamp,stone,uttar pradesh,jaipur,handloom weaving,flipkart,1650,147,4.2,338
handbag,terracotta,karnataka,hyderabad,metal casting,flipkart,685,89,4.3,315
shawl,jute,tamil nadu,kanchipuram,hand-woven,amazon,7022,177,3.7,439
statue,cotton,rajasthan,kanchipuram,handcrafted,meesho,6720,139,4.1,40
statue,silk,uttar pradesh,varanasi,pottery shaping,amazon,2422,66,4.9,64
shawl,jute,uttar pradesh,kanchipuram,loom weaving,etsy,3005,83,3.9,276
lamp,clay,gujarat,varanasi,block printing,etsy,2686,163,4.3,208
handbag,cotton,karnataka,varanasi,handloom weaving,meesho,3049,189,4.3,111
lamp,clay,andhra pradesh,kolkata,traditional carving,etsy,4397,119,4.8,482
shawl,wood,gujarat,kolkata,handcrafted,flipkart,4493,231,4.9,180
scarf,brass,karnataka,hyderabad,loom weaving,amazon,7129,147,4.5,257
handbag,silk,west bengal,varanasi,metal casting,etsy,5289,50,4.8,272
wall hanging,clay,west bengal,kolkata,loom weaving,etsy,3291,231,3.9,463
